PermitType,PermitNum,Description,StatusCurrent,AppliedDate,CompletedDate,Applicant,FromLUD,ProposedLUD,Address,LocationAddresses,LocationCount,Latitude,Longitude,multipoint
LU / OP / Closure (LOC),LOC2006-0062,Land Use Amendment - to accommodate increased FAR for office/commercial development,Approved,2006/06/22,2006/12/18,GIBBS GAGE ARCHITECTS,,,942 10 AV SW,942 10 AV SW;944 10 AV SW;999 8 ST SW,3,51.04401921751362,-114.0837168576622,"MULTIPOINT ((-114.083716857662 51.044019217514), (-114.083843206116 51.044083088918), (-114.081548723168 51.044200266414))"
LU / OP / Closure (LOC),LOC2006-0032,Land Use Amendment - to accommodate .mixed use projects up to 12.0 FAR..,Approved,2006/04/05,2007/05/29,BROWNLEE LLP,,,234 13 AV SE,234 13 AV SE;1227 MACLEOD TR SE,2,51.04047493622628,-114.05895040479554,"MULTIPOINT ((-114.058950404796 51.040474936226), (-114.058610767314 51.040758283864))"
LU / OP / Closure (LOC),LOC2006-0121,Land Use Amendment and Outline Plan and Road Closure,Approved,2006/10/27,2007/04/11,,,,1285 73 ST SW,1285 73 ST SW;1222R 77 ST SW;12 ASPEN RIDGE CO SW,3,51.048214088395376,-114.193624021345,"MULTIPOINT ((-114.193624021345 51.048214088395), (-114.197693625389 51.04905396543), (-114.197096659755 51.047947860363))"
LU / OP / Closure (LOC),LOC2006-0126,Land Use Amendment and Outline Plan,Approved,2006/11/07,2007/06/26,STANTEC CONSULTING LTD,,,17650 56 ST SE,18155 56 ST SE;17650 56 ST SE;18150 56 ST SE;17770 56 ST SE,4,50.88854540351424,-113.95249720707902,"MULTIPOINT ((-113.952497207079 50.888545403514), (-113.952149310213 50.896016600448), (-113.952077509842 50.888106889756), (-113.969849748908 50.892222733243))"
LU / OP / Closure (LOC),LOC2012-0103,Land Use Amendment,Approved,2012/12/27,2014/07/30,NORR ARCHITECTS ENGINEERS PLANNERS,I-G,I-B,1220 59 AV SE,1203 58 AV SE;5909 12 ST SE;1220 59 AV SE,3,51.001365741985154,-114.03444612265433,"MULTIPOINT ((-114.034446122654 51.001365741985), (-114.033386475116 51.00124918217), (-114.03649958159 50.999666046011))"
LU / OP / Closure (LOC),LOC2002-0075,Land Use Amendment,Approved,2002/07/23,2005/06/28,KELLAM BERG ENGINEERING & SURVEYS LTD,,,2021 100 AV NE,2021 100 AV NE;2121 100 AV NE,2,51.1432529967613,-114.01058728744434,"MULTIPOINT ((-114.010587287444 51.143252996761), (-114.005058428879 51.14325390591))"
LU / OP / Closure (LOC),LOC2006-0156,Land Use Amendment and Outline Plan and Road Closure,Approved,2006/12/28,2007/08/20,STANTEC CONSULTING LTD,,,6660 COUNTRY HILLS BV NE,10011 52 ST NE;6221 COUNTRY HILLS BV NE;11800 52 ST NE;10011 68 ST NE;12313 52 ST NE;10010 52 ST NE;5000 COUNTRY HILLS BV NE;12323 68 ST NE;5051 COUNTRY HILLS BV NE;5555 COUNTRY HILLS BV NE;12424 52 ST NE;6660 COUNTRY HILLS BV NE,12,51.14144516646022,-113.9585722625451,"MULTIPOINT ((-113.958572262545 51.14144516646), (-113.941029428864 51.154144590076), (-113.95820169046 51.160045128404), (-113.935420599984 51.144122991891), (-113.958591377579 51.16689267911), (-113.958200557126 51.141885712597), (-113.964272693601 51.154473541304), (-113.935325336771 51.165543488151), (-113.966543701695 51.154144205978), (-113.955353705894 51.154141018711), (-113.958203190353 51.165441232834), (-113.940675950459 51.154474328368))"
LU / OP / Closure (LOC),LOC2013-0070,Land Use Amendment,Approved,2013/08/27,2014/01/15,BROWN & ASSOCIATES PLANNING GROUP,S-SPR;R-1;S-SPR;R-1;R-1,R-1s;R-1N;R-1;R-1s;S-SPR,2853 144 AV NW,2853 144 AV NW;14225 PANORAMA RD NW,2,51.18308795203333,-114.12546392186837,"MULTIPOINT ((-114.125463921868 51.183087952033), (-114.124677908179 51.182661789854))"
LU / OP / Closure (LOC),LOC2013-0038,Land Use Amendment and Outline Plan,Under Review,2013/05/02,,STANTEC CONSULTING,S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD,R-2;R-2M;M-G;M-H1;C-N2;C-C2;S-SPR;S-CRI;S-UN,15350 6 ST NE,15350 6 ST NE;15375 15 ST NE,2,51.194345994508154,-114.0479022703203,"MULTIPOINT ((-114.04790227032 51.194345994508), (-114.025026515124 51.192599954276))"
LU / OP / Closure (LOC),LOC2007-0017,Land Use Amendment - to accommodate retail uses,Approved,2007/02/14,2008/04/17,MANU CHUGH ARCHITECT,,,3730 WESTWINDS DR NE,3750 WESTWINDS DR NE;3730 WESTWINDS DR NE,2,51.10804477091023,-113.97407269100906,"MULTIPOINT ((-113.974072691009 51.10804477091), (-113.973217589083 51.10843174379))"
LU / OP / Closure (LOC),LOC2013-0066,"Land Use Amendment to introduce a new and current land use district, accommodate existing development and allow for future additional floor area (development) on the site",Approved,2013/08/22,2014/06/11,ABUGOV KASPAR DEVELOPMENTS LTD..,DC/A,M-H2,69 GLAMIS DR SW,69 GLAMIS DR SW;71 GLAMIS DR SW,2,51.01537563218132,-114.16254960219453,"MULTIPOINT ((-114.162549602195 51.015375632181), (-114.162140035277 51.016097991063))"
LU / OP / Closure (LOC),LOC2012-0049,Land Use Amendment,Approved,2012/07/09,2013/05/13,BKDI ARCHITECTS,R-C2,M-CG,833 68 AV SW,833 68 AV SW;6802 7 ST SW,2,50.992222864622796,-114.08081198204492,"MULTIPOINT ((-114.080811982045 50.992222864623), (-114.081180843176 50.992034479018))"
LU / OP / Closure (LOC),LOC2002-0126,Land Use Amendment,Approved,2002/12/13,2005/11/29,GIBBS GAGE ARCHITECTS,,,8710 HORTON RD SW,8710 HORTON RD SW;8835 MACLEOD TR SW;523 HULL AV SW,3,50.975653717076455,-114.07426075026683,"MULTIPOINT ((-114.074260750267 50.975653717076), (-114.072038781944 50.974724165339), (-114.074204448195 50.976065199904))"
LU / OP / Closure (LOC),LOC2003-0067,Land Use Amendment,Approved,2003/05/27,2004/02/20,MANU CHUGH ARCHITECT,,,1921 17 AV SW,1921 17 AV SW;1807 18A ST SW,2,51.03771355455629,-114.10585060509699,"MULTIPOINT ((-114.105850605097 51.037713554556), (-114.105757422774 51.037524251908))"
LU / OP / Closure (LOC),LOC2009-0041,Land Use Amendment and Outline Plan,Approved,2009/04/29,2010/07/07,BROWN & ASSOCIATES PLANNING GROUP,S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-R;S-FUD;S-R;S-R;S-FUD;S-FUD;S-FUD,R-1;R-1s;R-1N;R-2M;M-X1;M-X2;S-SPR;S-SPR;S-UN;S-UN;S-CRI;NO-LUD;NO-LUD;NO-LUD,1652 210 AV SE,20950 MACLEOD TR SE;1652 210 AV SE;20950 MACLEOD TR SE;1605 194 AV SE,4,50.86530073672281,-114.03568475873453,"MULTIPOINT ((-114.035684758735 50.865300736723), (-114.018796175211 50.86318889668), (-114.035684758735 50.865300736723), (-114.024560942362 50.877614668232))"
LU / OP / Closure (LOC),LOC2012-0025,Land Use Amendment - to accommodate increased density and height,Refused,2012/03/21,2016/02/11,,DC,M-H2,310 25 AV SW,312 25 AV SW;308 25 AV SW;306 25 AV SW;310 25 AV SW,4,51.030650758033296,-114.0697603815118,"MULTIPOINT ((-114.069760381512 51.030650758033), (-114.069542122413 51.030644550335), (-114.069433613068 51.030641468439), (-114.069651872138 51.03064767634))"
LU / OP / Closure (LOC),LOC2013-0094,Land Use Amendment - to accommodate multi-residential development,Approved,2013/11/13,2016/06/16,O2 PLANNING AND DESIGN,R-C1,DC/M-C2,1702 17 AV SW,1714 17 AV SW;1702 17 AV SW,2,51.03795588984589,-114.10101698069721,"MULTIPOINT ((-114.101016980697 51.037955889846), (-114.100636449074 51.037956164193))"
LU / OP / Closure (LOC),LOC2013-0110,Land Use Amendment and Outline Plan,Approved,2013/12/31,2015/06/17,STANTEC CONSULTING,R-2M;M-X2;M-X1;S-SPR;M-H2;M-X2;M-H2;M-X1;S-SPR;S-CRI;M-X1,M-2;M-2;M-2;M-2;M-2;S-SPR;S-SPR;M-H2;M-H2;M-2;C-C2,17650R 56 ST SE,18150R 56 ST SE;17979 72 ST SE;17650R 56 ST SE;17525 72 ST SE,4,50.89185968053165,-113.94213309400135,"MULTIPOINT ((-113.942133094001 50.891859680532), (-113.937201350147 50.891767232151), (-113.942372015623 50.89458825414), (-113.929330319743 50.895313770432))"
LU / OP / Closure (LOC),LOC2003-0048,Land Use Amendment and Outline Plan,Approved,2003/04/02,2003/09/25,CHALLENGER GEOMATICS,,,7234 10 AV SW,7376 10 AV SW;7234 10 AV SW,2,51.057997687328466,-114.19292629610499,"MULTIPOINT ((-114.192926296105 51.057997687328), (-114.191381948573 51.057999605759))"
LU / OP / Closure (LOC),LOC2013-0101,Land Use Amendment,Cancelled,2013/12/13,2014/07/29,ABANOUB DEVELOPMENT,M-CG d72,M-CG,1630 20 AV NW,1630 20 AV NW;1634 20 AV NW,2,51.070684797490145,-114.09887904722375,"MULTIPOINT ((-114.098879047224 51.07068479749), (-114.099150806843 51.070684684179))"
LU / OP / Closure (LOC),LOC2003-0082,Land Use Amendment,Approved,2003/06/11,2004/04/29,BROWN & ASSOCIATES PLANNING GROUP,,,1414 1 ST SW,1414 1 ST SW;132 15 AV SW,2,51.03905479853417,-114.06575999399216,"MULTIPOINT ((-114.065759993992 51.039054798534), (-114.06536797956 51.0387544284))"
LU / OP / Closure (LOC),LOC2003-0112,Land Use Amendment,Approved,2003/09/22,2005/02/17,MANU CHUGH ARCHITECT,,,1334 10 AV SW,1400 10 AV SW;1334 10 AV SW,2,51.044311576098686,-114.09410031299777,"MULTIPOINT ((-114.094100312998 51.044311576099), (-114.093321189297 51.044289690483))"
LU / OP / Closure (LOC),LOC2003-0119,Land Use Amendment,Approved,2003/10/15,2004/02/20,SCOTT DESIGN,,,7218 MACLEOD TR SE,7218 MACLEOD TR SE;7304 MACLEOD TR SE,2,50.98861642895691,-114.07107426799469,"MULTIPOINT ((-114.071074267995 50.988616428957), (-114.07107478035 50.988410975266))"
LU / OP / Closure (LOC),LOC2012-0101,Land Use Amendment - to accommodate mixed use residential/commercial development,Approved,2012/12/19,2018/11/15,MANU CHUGH ARCHITECT,DC,DC/CM-2,121 2 AV SW,120 3 AV SW;130 3 AV SW;134 3 AV SW;121 2 AV SW;123 2 AV SW;125 2 AV SW;117 2 AV SW;129 2 AV SW;124 3 AV SW;116 3 AV SW,10,51.05043060801781,-114.0639088571965,"MULTIPOINT ((-114.063908857196 51.050430608018), (-114.064342935648 51.050443036394), (-114.06472280145 51.050454351494), (-114.063908403503 51.051147637709), (-114.064019973015 51.051153051396), (-114.06415569942 51.051155583997), (-114.063747008031 51.051147707863), (-114.064325304152 51.051161459958), (-114.064125896399 51.050436826902), (-114.063691818051 51.05042438873))"
LU / OP / Closure (LOC),LOC2003-0077,Land Use Amendment,Approved,2003/06/04,2003/11/13,VOYAGER HOLDINGS,,,1630 20 AV NW,1634 20 AV NW;1630 20 AV NW,2,51.070684684178744,-114.09915080684287,"MULTIPOINT ((-114.099150806843 51.070684684179), (-114.098879047224 51.07068479749))"
LU / OP / Closure (LOC),LOC2013-0050,Land Use Amendment,Approved,2013/07/05,2014/05/14,KASIAN ARCHITECTURE INTERIOR DESIGN AND PLANNING,I-B f0.5,I-B,12787 40 ST SE,13421 52 ST SE;12787 40 ST SE;4280 130 AV SE,3,50.93559596604532,-113.96547471210762,"MULTIPOINT ((-113.965474712108 50.935595966045), (-113.970948241884 50.934105410681), (-113.974183085342 50.932531579644))"
LU / OP / Closure (LOC),LOC2013-0064,Land Use Amendment & Policy Amendment,Approved,2013/08/16,2014/07/29,MEDIATED SOLUTIONS,R-C2,M-CG,1703 8 ST SE,1705 8 ST SE;1709 8 ST SE;1703 8 ST SE,3,51.037581557116965,-114.04151443736309,"MULTIPOINT ((-114.041514437363 51.037581557117), (-114.04145634393 51.037349525456), (-114.041528687478 51.037683909285))"
LU / OP / Closure (LOC),LOC2013-0036,2-Land Use Amendment and Outline Plan and Road Closure,Approved,2013/05/07,2014/06/11,BROWN & ASSOCIATES PLANNING GROUP,Undesignated Road Ri;Undesignated Road Ri;Undesignated Road Ri;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD,R-2M;S-SPR;S-CRI;R-1s;M-G;M-1;S-SPR;R-1N;R-2M;C-N1;S-UN;R-2;S-CRI,9020 52 ST NE,9025 52 ST NE;9020 52 ST NE,2,51.13613177919503,-113.95856852998489,"MULTIPOINT ((-113.958568529985 51.136131779195), (-113.958211318375 51.134945753977))"
LU / OP / Closure (LOC),LOC2013-0091,Land Use Amendment and Outline Plan,Approved,2013/11/04,2018/06/19,URBAN SYSTEMS,S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD,DC/I-C;I-C;C-COR3;S-SPR;S-UN;S-CRI,1350 COUNTRY HILLS BV NE,1350 COUNTRY HILLS BV NE;1350 COUNTRY HILLS BV NE,2,51.15759696688352,-114.03583668965626,"MULTIPOINT ((-114.035836689656 51.157596966884), (-114.031151843255 51.154618268757))"
LU / OP / Closure (LOC),LOC2004-0041,Land Use Amendment and Outline Plan,Approved,2004/06/14,2005/05/04,STANTEC CONSULTING LTD,,,550 85 ST SW,550 85 ST SW;8440 OLD BANFF COACH RD SW,2,51.0706977770659,-114.21078490868584,"MULTIPOINT ((-114.210784908686 51.070697777066), (-114.208659704902 51.067123326271))"
LU / OP / Closure (LOC),LOC2006-0150,Land Use Amendment and Outline Plan and Road Closure,Approved,2006/12/27,2010/05/03,URBAN SYSTEMS,,,9220R 36 ST NE,9220R 36 ST NE;3820 80 AV NE;4420 88 AV NE;8820 36 ST NE;9220 36 ST NE,5,51.1356029968908,-113.9785444524201,"MULTIPOINT ((-113.97854445242 51.135602996891), (-113.977946883019 51.125325983315), (-113.971485663963 51.132642527833), (-113.981459007327 51.128872542845), (-113.981461370247 51.13660180776))"
LU / OP / Closure (LOC),LOC2006-0146,Land Use Amendment and Outline Plan,Approved,2006/12/21,2007/10/22,URBAN SYSTEMS,,,2332 81 ST SW,2332 81 ST SW;2366 81 ST SW,2,51.0330825990593,-114.2049458155514,"MULTIPOINT ((-114.204945815551 51.033082599059), (-114.20493966326 51.032621884475))"
LU / OP / Closure (LOC),LOC2007-0034,Land Use Amendment - to accommodate residential development,Cancelled,2007/03/23,2009/06/23,TUNDRA HOLDINGS,,,620 50 AV SW,620 50 AV SW;608 50 AV SW;608 50 AV SW;608 50 AV SW;604 50 AV SW;626 50 AV SW;5020 4 ST SW;5030 4 ST SW;420 50 AV SW;428 50 AV SW;420 50 AV SW;416 50 AV SW;402 50 AV SW;420 50 AV SW;520 50 AV SW;538 50 AV SW;512 50 AV SW;520 50 AV SW;612 50 AV SW;412 50 AV SW,20,51.0088320826495,-114.07787422590148,"MULTIPOINT ((-114.077874225901 51.00883208265), (-114.078529588192 51.008828434683), (-114.077440483668 51.008824666666), (-114.076898856967 51.008834014164), (-114.076681664763 51.008834309725), (-114.078201927591 51.00883399437), (-114.071259910386 51.008962933805), (-114.070807062515 51.008882813407), (-114.072913271251 51.008827579367), (-114.073069111968 51.008831976913), (-114.072260254417 51.008836974818), (-114.072634945019 51.008834962524), (-114.071983680574 51.008835050907), (-114.073606542894 51.008836134497), (-114.075617605086 51.008830355453), (-114.076185201309 51.00883020251), (-114.074869515182 51.008830837183), (-114.074542841524 51.008826551146), (-114.077116035754 51.008834221635), (-114.072420704978 51.008836875483))"
LU / OP / Closure (LOC),LOC2007-0048,Land Use Amendment and Outline Plan and Road Closure,Approved,2007/04/09,2008/06/20,STANTEC CONSULTING LTD,,,21101 40 ST SE,20821 40 ST SE;19650 40 ST SE;4098 210 AV SE;19559 40 ST SE;21101 40 ST SE;20760 40 ST SE;21410 40 ST SE;4098R 210 AV SE,8,50.86679276601878,-113.97552172815509,"MULTIPOINT ((-113.975521728155 50.866792766019), (-113.975175400779 50.873920776451), (-113.975318999926 50.863223248291), (-113.975548121991 50.874018953974), (-113.97550210834 50.85944837869), (-113.975152080552 50.866793559945), (-113.975128675396 50.859411404671), (-113.975387278288 50.870438212074))"
LU / OP / Closure (LOC),LOC2007-0137,Land Use Amendment - to accommodate single family residential and municipal reserve,Approved,2007/12/11,2008/06/17,,,,665 COULEE WY SW,7440 OLD BANFF COACH RD SW;665 COULEE WY SW,2,51.067209540090765,-114.1944666185926,"MULTIPOINT ((-114.194466618593 51.067209540091), (-114.193715202242 51.06915063173))"
LU / OP / Closure (LOC),LOC2004-0081,Land Use Amendment,Approved,2004/10/29,2005/06/29,BCMP ARCHITECTS,,,701 7 AV NE,705 7 AV NE;707 7 AV NE;709 7 AV NE;701 7 AV NE,4,51.058655625888825,-114.04782642817173,"MULTIPOINT ((-114.047826428172 51.058655625889), (-114.047652539077 51.058655714886), (-114.04747864999 51.058655812614), (-114.048050586991 51.058655731733))"
LU / OP / Closure (LOC),LOC2004-0091,Land Use Amendment and Outline Plan,Approved,2004/11/23,2005/07/20,T FENTON CONSULTING LTD,,,7253 26 AV SW,7253 26 AV SW;7105 26 AV SW,2,51.030424536697204,-114.19170514470295,"MULTIPOINT ((-114.191705144703 51.030424536697), (-114.189468777615 51.030388817613))"
LU / OP / Closure (LOC),LOC2005-0101,Land Use Amendment - to accommodate multi-family high rise apartment,Approved,2005/09/23,2006/02/13,NORR ARCHITECT PLANNERS,,,732 12 AV SW,740 12 AV SW;736 12 AV SW;732 12 AV SW,3,51.041981020097516,-114.07884216996466,"MULTIPOINT ((-114.078842169965 51.041981020098), (-114.078592815313 51.041976261663), (-114.078401981744 51.041970843163))"
LU / OP / Closure (LOC),LOC2007-0031,Land Use Amendment - to accommodate a mixed use residential tower,Cancelled,2007/03/23,2018/05/08,S.E. ENGEL CONSULTING GROUP LTD.,,,1210 11 AV SE,1204 11 AV SE;1216 11 AV SE;1212 11 AV SE;1210 11 AV SE,4,51.04009852895584,-114.03648645262162,"MULTIPOINT ((-114.036486452622 51.040098528956), (-114.036000923168 51.039909984864), (-114.036187660411 51.039982501372), (-114.036312152231 51.040030845544))"
LU / OP / Closure (LOC),LOC2007-0035,Land Use Amendment - to accommodate church and multi-family housing,Approved,2007/03/23,2008/03/13,INTERPLAN STRATEGIES,,,782 85 ST SW,782 85 ST SW;822 85 ST SW,2,51.06381573863921,-114.2107656230451,"MULTIPOINT ((-114.210765623045 51.063815738639), (-114.210765444129 51.062865220227))"
LU / OP / Closure (LOC),LOC2007-0070,Land Use Amendment - to accommodate high density mixed use development,Approved,2007/06/15,2008/01/28,MANU CHUGH ARCHITECT,,,221 17 AV SE,1705 MACLEOD TR SE;235 17 AV SE;229 17 AV SE;221 17 AV SE,4,51.03750058036587,-114.05891579680575,"MULTIPOINT ((-114.058915796806 51.037500580366), (-114.059133950249 51.037713257456), (-114.059351534672 51.037713344938), (-114.059940823435 51.037713574589))"
LU / OP / Closure (LOC),LOC2007-0074,Land Use Amendment - to accommodate an addiction treatment facility,Approved,2007/06/27,2007/12/20,FRESH START RECOVERY CENTRE,,,405 41 AV NE,411 41 AV NE;405 41 AV NE,2,51.08975100707236,-114.05408545742065,"MULTIPOINT ((-114.054085457421 51.089751007072), (-114.054642938825 51.089865393047))"
LU / OP / Closure (LOC),LOC2007-0087,Land Use Amendment - to accommodate the consolidation of land to allow for mixed and residential uses.,Cancelled,2007/07/26,2011/06/21,BELYEA CONSULTING LTD,,,1818 14A ST SW,1444 19 AV SW;1502 19 AV SW;1506 19 AV SW;1508 19 AV SW;1450 19 AV SW;1448 19 AV SW;1822 14A ST SW;1820 14A ST SW;1818 14A ST SW,9,51.03667489371828,-114.09574378140681,"MULTIPOINT ((-114.095743781407 51.036674893718), (-114.096145474425 51.036673898712), (-114.096290251956 51.036673995274), (-114.096392018117 51.036669865999), (-114.095979622297 51.036673297874), (-114.0958507887 51.036674806007), (-114.096376665152 51.036966899932), (-114.096376111279 51.037064187437), (-114.096375633156 51.037149878105))"
LU / OP / Closure (LOC),LOC2007-0064,Land Use Amendment - to accommodate Material Recovery Facility,Approved,2007/06/01,2009/10/19,AECOM,,,10112 24 ST SE,10012 24 ST SE;10112 24 ST SE,2,50.963633709124714,-114.00148388125834,"MULTIPOINT ((-114.001483881258 50.963633709125), (-114.001483937875 50.962729724839))"
LU / OP / Closure (LOC),LOC2007-0065,"Land Use Amendment - to accommodate Police, Fire and EMS and Park use",Approved,2007/06/05,2007/10/22,THE CITY OF CALGARY.,,,6111 80 AV NE,6111 80 AV NE;110 SADDLETOWNE CI NE;800 SADDLETOWNE CI NE;222 SADDLETOWNE CI NE,4,51.12504419550674,-113.94636245269146,"MULTIPOINT ((-113.946362452691 51.125044195507), (-113.947328723336 51.124143561085), (-113.944497354092 51.124463567299), (-113.948759878742 51.124460837943))"
LU / OP / Closure (LOC),LOC2007-0067,"Land Use Amendment - retail, office, and museum",Approved,2007/06/14,2008/01/28,ABUGOV KASPAR,,,1007 10 ST SE,1005 9 AV SE;1007 10 ST SE;1019 9 AV SE,3,51.04266038282859,-114.03919783476947,"MULTIPOINT ((-114.039197834769 51.042660382829), (-114.038350331683 51.041948272262), (-114.038452755114 51.042476817187))"
LU / OP / Closure (LOC),LOC2007-0068,Land Use Amendment - to accommodate a multi-unit residential development,Approved,2007/06/14,2008/08/18,COLLINS DEVELOPMENT CONSULTANTS,,,104 43 AV NW,112 43 AV NW;104 43 AV NW;108 43 AV NW,3,51.09153528179457,-114.06317934027948,"MULTIPOINT ((-114.063179340279 51.091535281795), (-114.062743110053 51.091535318929), (-114.062960461454 51.091535300977))"
LU / OP / Closure (LOC),LOC2007-0092,Land Use Amendment - to accommodate two new residential lots,Cancelled,2007/08/13,2009/09/24,IBI GROUP INC,,,7880 LOWER SPRINGBANK RD SW,7880 LOWER SPRINGBANK RD SW;7880 LOWER SPRINGBANK RD SW;7800R SPRINGBANK WY SW,3,51.02164748425968,-114.19968001699331,"MULTIPOINT ((-114.199680016993 51.02164748426), (-114.195868058929 51.019918907982), (-114.20197292282 51.022659388887))"
LU / OP / Closure (LOC),LOC2008-0005,Land Use Amendment and Outline Plan and Road Closure,Approved,2008/01/30,2009/01/21,BROWN & ASSOCIATES PLANNING GROUP,,,2909 144 AV NW,12 SAGE HILL GD NW;13513 SYMONS VALLEY RD NW;3508 SAGE HILL DR NW;3650 SAGE HILL DR NW;3640 SAGE HILL DR NW;3727 SAGE HILL DR NW;3527 SAGE HILL DR NW;3507 SAGE HILL DR NW;6 SAGE HILL GD NW;18 SAGE HILL GD NW;7 SAGE HILL GD NW;2909 144 AV NW;3660 SAGE HILL DR NW;13425 SYMONS VALLEY RD NW,14,51.17019531188033,-114.13886000607675,"MULTIPOINT ((-114.138860006077 51.17019531188), (-114.133831361361 51.175734234288), (-114.136059592947 51.170337553625), (-114.140915378014 51.174269611418), (-114.140907219947 51.173164770893), (-114.140121135987 51.172131054797), (-114.136121669648 51.169906369825), (-114.134584741028 51.169530587083), (-114.13833719579 51.171108369957), (-114.138920467325 51.169687330805), (-114.138181159349 51.170663571951), (-114.124029614153 51.183086793398), (-114.140915693217 51.175367656101), (-114.133890059439 51.175158836815))"
